sku_number;name;meta_description;product_styles1;product_styles2;product_styles3;weave;product_metarials1;product_metarials2;product_colors1;product_colors2;product_colors3;product_colors4;pattern;region;width_by_feet-f;width_by_feet-i;width_by_inches;length_by_feet-f;length_by_feet-i;length_by_inches;height;age;period_made;is_used;has_imperfection;condition_details;price;discount;retail_price;is_local_pickup;local_delivery_miles;pickup_charge;is_own_shipping;is_free_shipping;status
Am10364;Vintage Moroccan Azilal Rug;A beautiful Modern design Hand Knotted by using hand spun finest wool to give the pile softer touch done by Master Artisans.;Modern;Moroccan;Boho Chic;Hand Knotted;Wool;;Black;Beige;Ivory;;diamond;Morroco;4;8;56;7;0;84;0,4;Vintage;1950s;x;x;Excellent condition. Minor wear consistent with age.;1120;0,1;2240;x;60;200,00;x;x;0
Am10365;Vintage Moroccan Azilal Rug;A beautiful Modern design Hand Knotted by using hand spun finest wool to give the pile softer touch done by Master Artisans.;Modern;Moroccan;Boho Chic;Hand Knotted;Wool;;Ivory;Blue;Beige;Red;diamond;Morroco;5;7;67;9;3;111;0,4;Vintage;1950s;x;x;Excellent condition. Minor wear consistent with age.;1800;0,1;3600;x;60;200,00;x;x;0
Am10366;Vintage Moroccan Azilal Rug;A beautiful Modern design Hand Knotted by using hand spun finest wool to give the pile softer touch done by Master Artisans.;Modern;Moroccan;Boho Chic;Hand Knotted;Wool;;Black;Beige;Ivory;;diamond;Morroco;4;8;56;7;10;94;0,4;Vintage;1950s;x;x;Excellent condition. Minor wear consistent with age.;1120;0,1;2240;x;60;200,00;x;x;0
Am10367;Vintage Moroccan Rug;A beautiful Modern design Hand Knotted by using hand spun finest wool to give the pile softer touch done by Master Artisans.;Modern;Moroccan;Boho Chic;Hand Knotted;Wool;;Brown;Tan;;;Solid;Anatolia;5;7;67;8;3;99;0,5;Vintage;1950s;x;x;Excellent condition. Minor wear consistent with age.;1600;0,1;3200;x;60;200,00;x;x;0
Am10368;Moroccan Azilal Style Rug;A beautiful Modern design Hand Knotted by using hand spun finest wool to give the pile softer touch done by Master Artisans.;Modern;Moroccan;Boho Chic;Hand Knotted;Wool;;Purple;Tan;Blue ;Pink;diamond;Pakistan;6;1;73;8;2;98;0,4;One of One Modern;2010s;;;Excellent condition. ;1920;0,1;3840;x;60;200,00;x;x;0
Am10369;Vintage  Oushak Tribal Wool Rug;A beautiful Modern tribal design Hand Knotted by using hand spun finest wool to give the pile softer touch done by Master Artisans.;Tribal;Turkish;Shabby Chic;Hand Knotted;Wool;;Orange;Burnt Orange;Beige;Blue;Geometric;Anatolia;6;5;77;7;6;90;0,4;Vintage;1950s;x;x;Excellent condition. Minor wear consistent with age.;2100;0,1;4200;x;60;200,00;x;x;0
Am10371;Antique Rare Persian Rug;Rare fine Fereghan Persian Wool Rug;Traditional;Tribal;Shabby Chic;Hand Knotted;Wool;;Blue;Red;Burnt Orange;Tan;floral;persia;4;7;55;7;2;86;0,2;Antiques;Early 20th Century;x;x;Excellent condition. Minor wear consistent with age.;8400;0,1;16800;x;60;200,00;x;x;0
Am10372;Vintage Oushak Wool Rug;A beautiful Modern tribal design Hand Knotted by using hand spun finest wool to give the pile softer touch done by Master Artisans.;Tribal;Turkish;Shabby Chic;Hand Knotted;Wool;;Red;Blue;Gray;Ivory;Geometric;Anatolia;6;8;80;8;4;100;0,2;Antiques;Early 20th Century;x;x;Excellent condition. Minor wear consistent with age.;3600;0,1;7200;x;60;200,00;x;x;0
Am10373;Fine Tabriz Oushak Rug;A beautiful Persian Sultanabad design using handspun high altitude wool dyed in subtle colors.  Hand Knotted by master weavers of Afghanistan & painstakingly finishing process done by Pakistani Artisans makes this rug a masterpiece & takes us back to the late 19th-century era.;Transitional ;Turkish;Traditional;Hand Knotted;Wool;;Blue;Tan;Burnt Orange;Ivory;Geometric;Pakistan;5;0;60;6;11;83;0,2;One of One Traditional;2010s;;;Excellent condition. ;2400;0,1;4800;x;60;200,00;x;x;0
Am10374;Fine Tabriz Oushak Rug;A beautiful Persian Sultanabad design using handspun high altitude wool dyed in subtle colors.  Hand Knotted by master weavers of Afghanistan & painstakingly finishing process done by Pakistani Artisans makes this rug a masterpiece & takes us back to the late 19th-century era.;Transitional ;Turkish;Traditional;Hand Knotted;Wool;;Burnt Orange;Orange;Blue;Tan;Geometric;Pakistan;4;1;49;6;9;81;0,2;One of One Traditional;2010s;;;Excellent condition. ;1920;0,1;3840;x;60;200,00;x;x;0
Am10375;Vintage Fine Tabriz Wool Silk Rug;A rare antique Hand Knotted Wool and Silk Rug. ;Transitional ;Turkish;Traditional;Hand Knotted;Silk;Wool;Pink;Blue;Tan;Ivory;floral;persia;5;1;61;7;6;90;0,2;Antiques;Early 20th Century;x;x;Excellent condition. Minor wear consistent with age.;10500;0,1;21000;x;60;200,00;x;x;0
Am10376;Fine Tabriz Colorful Oushak Rug;A beautiful Persian Sultanabad design using handspun high altitude wool dyed in subtle colors.  Hand Knotted by master weavers of Afghanistan & painstakingly finishing process done by Pakistani Artisans makes this rug a masterpiece & takes us back to the late 19th-century era.;Transitional ;Turkish;Traditional;Hand Knotted;Wool;;Tan;Brown;Blue;Burnt Orange;floral;Pakistan;6;4;76;8;1;97;0,2;One of One Traditional;2010s;;;Excellent condition. ;3840;0,1;7680;x;60;200,00;x;x;0
Am10377;Fine Tabriz Oushak Rug;A beautiful Persian Sultanabad design using handspun high altitude wool dyed in subtle colors.  Hand Knotted by master weavers of Afghanistan & painstakingly finishing process done by Pakistani Artisans makes this rug a masterpiece & takes us back to the late 19th-century era.;Transitional ;Turkish;Traditional;Hand Knotted;Wool;;Blue;Taupe;Tan;Ivory;floral;Pakistan;6;2;74;8;8;104;0,2;One of One Traditional;2010s;;;Excellent condition. ;3840;0,1;7680;x;60;200,00;x;x;0
Am10378;Fine Tabriz Oushak Rug;A beautiful Persian Sultanabad design using handspun high altitude wool dyed in subtle colors.  Hand Knotted by master weavers of Afghanistan & painstakingly finishing process done by Pakistani Artisans makes this rug a masterpiece & takes us back to the late 19th-century era.;Transitional ;Turkish;Traditional;Hand Knotted;Wool;;Taupe;Ivory;Blue;Tan;Geometric;Pakistan;5;10;70;7;6;90;0,18;One of One Traditional;2010s;;;Excellent condition. ;2800;0,1;5600;x;60;200,00;x;x;0
Am10379;Fine Tabriz Oushak Square Rug;A beautiful Persian Sultanabad design using handspun high altitude wool dyed in subtle colors.  Hand Knotted by master weavers of Afghanistan & painstakingly finishing process done by Pakistani Artisans makes this rug a masterpiece & takes us back to the late 19th-century era.;Transitional ;Turkish;Traditional;Hand Knotted;Wool;;Red;Gold;Beige;Orange;Floral;Pakistan;6;8;80;6;9;81;0,2;One of One Traditional;2010s;;;Excellent condition. ;2520;0,1;5040;x;60;200,00;x;x;0
Am10380;Fine Tabriz Oushak Rug;A beautiful Persian Sultanabad design using handspun high altitude wool dyed in subtle colors.  Hand Knotted by master weavers of Afghanistan & painstakingly finishing process done by Pakistani Artisans makes this rug a masterpiece & takes us back to the late 19th-century era.;Transitional ;Turkish;Traditional;Hand Knotted;Wool;;Brown;Tan;Green;Beige;Floral;Pakistan;6;3;75;9;11;119;0,18;One of One Traditional;2010s;;;Excellent condition. ;3780;0,1;7560;x;60;200,00;x;x;0
Am10381;Fine Tabriz Oushak Rug;A beautiful Persian Sultanabad design using handspun high altitude wool dyed in subtle colors.  Hand Knotted by master weavers of Afghanistan & painstakingly finishing process done by Pakistani Artisans makes this rug a masterpiece & takes us back to the late 19th-century era.;Transitional ;Turkish;Traditional;Hand Knotted;Wool;;Red;Gold;Beige;Orange;Floral;Pakistan;4;10;58;7;0;84;0,2;One of One Traditional;2010s;;;Excellent condition. ;1960;0,1;3920;x;60;200,00;x;x;0
Am10382;Vintage  Oushak Tribal Wool Rug;A beautiful Modern tribal design Hand Knotted by using hand spun finest wool to give the pile softer touch done by Master Artisans.;Tribal;Turkish;Shabby Chic;Hand Knotted;Wool;;Tan;Gold;Green;Beige;Floral;Anatolia;4;8;56;7;8;92;0,18;Vintage;1950s;x;x;Excellent condition. Minor wear consistent with age.;2100;0,1;4200;x;60;200,00;x;x;0
Am10383;Vintage  Oushak Tribal Wool Rug;A beautiful Modern tribal design Hand Knotted by using hand spun finest wool to give the pile softer touch done by Master Artisans.;Tribal;Turkish;Shabby Chic;Hand Knotted;Wool;;Gold;Beige;Tan ;Blue;Geometric;Anatolia;4;11;59;7;4;88;0,18;Antiques;Early 20th Century;x;x;Excellent condition. Minor wear consistent with age.;2100;0,1;4200;x;60;200,00;x;x;0
Am10384;Wool Mahal Design Rug;A beautiful Modern tribal design Hand Knotted by using hand spun finest wool to give the pile softer touch done by Master Artisans.;Transitional ;Turkish;Traditional;Hand Knotted;Wool;;Black;Burnt Orange;Blue;Green;Floral;India;6;1;73;8;11;107;0,25;One of One Traditional;2010s;;;Excellent condition. ;1920;0,1;3840;x;60;200,00;x;x;0
Am10385;Vintage  Oushak Tribal Wool Rug;A beautiful Modern tribal design Hand Knotted by using hand spun finest wool to give the pile softer touch done by Master Artisans.;Tribal;Turkish;Shabby Chic;Hand Knotted;Wool;;Gold;Beige;Green;Tan;Geometric;Anatolia;4;8;56;9;6;114;0,18;Vintage;1950s;x;x;Excellent condition. Minor wear consistent with age.;1800;0,1;3600;x;60;200,00;x;x;0
Am10386;Vintage  Oushak Tribal Wool Rug;A beautiful Modern tribal design Hand Knotted by using hand spun finest wool to give the pile softer touch done by Master Artisans.;Tribal;Turkish;Shabby Chic;Hand Knotted;Wool;;Red;Green;Black;Brown;Floral;Anatolia;4;9;57;6;7;79;0,18;Vintage;1950s;x;x;Excellent condition. Minor wear consistent with age.;2400;0,1;4800;x;60;200,00;x;x;0
Am10387;Fine Ikat Oushak Rug;A beautiful Persian Sultanabad design using handspun high altitude wool dyed in subtle colors.  Hand Knotted by master weavers of Afghanistan & painstakingly finishing process done by Pakistani Artisans makes this rug a masterpiece & takes us back to the late 19th-century era.;Transitional ;Modern;Deco;Hand Knotted;Wool;;Brown;Beige;Ivory;Gold;Geometric;Pakistan;6;0;72;7;11;95;0,2;One of One Modern;2010s;;;Excellent condition. ;2940;0,1;5880;x;60;200,00;x;x;0
Am10388;Fine Tabriz Oushak Rug;A beautiful Persian Sultanabad design using handspun high altitude wool dyed in subtle colors.  Hand Knotted by master weavers of Afghanistan & painstakingly finishing process done by Pakistani Artisans makes this rug a masterpiece & takes us back to the late 19th-century era.;Transitional ;Turkish;Traditional;Hand Knotted;Wool;;Purple;Gold;Green;Brown;Floral;Pakistan;6;0;72;8;11;107;0,2;One of One Traditional;2010s;;;Excellent condition. ;3360;0,1;6720;x;60;200,00;x;x;0
Am10389;Vintage Turkish Oushak Style Patchwork;Patchwork Overdyed Rug uses vintage rug pieces, Hand Knotted ;Modern;Boho Chic;Turkish;Hand Knotted;Cotton;;Purple;Gray;Green;;Geometric;Anatolia;5;4;64;5;11;71;0,2;Vintage;1950s;x;x;Excellent condition. Minor wear consistent with age.;625;0,1;1250;x;60;200,00;x;x;0
Am10390;Vintage Turkish Oushak Style Patchwork;Patchwork Overdyed Rug uses vintage rug pieces, Hand Knotted ;Modern;Boho Chic;Turkish;Hand Knotted;Cotton;;Gray;Beige;Pink;Orange;Geometric;Anatolia;5;6;66;5;11;71;0,2;Vintage;1950s;x;x;Excellent condition. Minor wear consistent with age.;625;0,1;1250;x;60;200,00;x;x;0
Am10391;Vintage Turkish Oushak Style Patchwork;Patchwork Overdyed Rug uses vintage rug pieces, Hand Knotted ;Modern;Boho Chic;Turkish;Hand Knotted;Cotton;;Yellow;Orange;Gray;Red;Geometric;Anatolia;5;4;64;6;1;73;0,2;Vintage;1950s;x;x;Excellent condition. Minor wear consistent with age.;750;0,1;1500;x;60;200,00;x;x;0
Am10392;Vintage Turkish Oushak Style Patchwork;Patchwork Overdyed Rug uses vintage rug pieces, Hand Knotted ;Modern;Boho Chic;Turkish;Hand Knotted;Cotton;;Green;Gray;;;Geometric;Anatolia;4;0;48;5;11;71;0,2;Vintage;1950s;x;x;Excellent condition. Minor wear consistent with age.;500;0,1;1000;x;60;200,00;x;x;0
Am10393;Vintage Turkish Oushak Style Patchwork;Patchwork Overdyed Rug uses vintage rug pieces, Hand Knotted ;Modern;Boho Chic;Turkish;Hand Knotted;Cotton;;Orange;Burnt Orange;Red;;Geometric;Anatolia;5;4;64;5;11;71;0,2;Vintage;1950s;x;x;Excellent condition. Minor wear consistent with age.;625;0,1;1250;x;60;200,00;x;x;0
Am10394;Vintage Turkish Oushak Style Patchwork;Patchwork Overdyed Rug uses vintage rug pieces, Hand Knotted ;Modern;Boho Chic;Turkish;Hand Knotted;Wool;;Brown;Gray;Red;Pink;Geometric;Anatolia;6;10;82;7;10;94;0,2;Vintage;1950s;x;x;Excellent condition. Minor wear consistent with age.;1050;0,1;2100;x;60;200,00;x;x;0
Am10395;Vintage Turkish Oushak Style Patchwork;Patchwork Overdyed Rug uses vintage rug pieces, Hand Knotted ;Modern;Boho Chic;Turkish;Hand Knotted;Wool;;Yellow;Burnt Orange;Red;Brown;Geometric;Anatolia;5;2;62;7;4;88;0,2;Vintage;1950s;x;x;Excellent condition. Minor wear consistent with age.;875;0,1;1750;x;60;200,00;x;x;0
Am10396;Vintage Turkish Oushak Style Patchwork;Patchwork Overdyed Rug uses vintage rug pieces, Hand Knotted ;Modern;Boho Chic;Turkish;Hand Knotted;Wool;;Purple;Lavender;Amethyst;Eggplant;Geometric;Anatolia;5;8;68;7;10;94;0,2;Vintage;1950s;x;x;Excellent condition. Minor wear consistent with age.;875;0,1;1750;x;60;200,00;x;x;0
Am10397;Vintage Turkish Oushak Style Patchwork;Patchwork Overdyed Rug uses vintage rug pieces, Hand Knotted ;Modern;Boho Chic;Turkish;Hand Knotted;Cotton;;Ivory;Gray;Lavender;Pink;Geometric;Anatolia;6;7;79;9;10;118;0,2;Vintage;1950s;x;x;Excellent condition. Minor wear consistent with age.;1350;0,1;2700;x;60;200,00;x;x;0
Am10398;Vintage Turkish Oushak Style Patchwork;Patchwork Overdyed Rug uses vintage rug pieces, Hand Knotted ;Modern;Boho Chic;Turkish;Hand Knotted;Wool;;Brown;Gray;Red;Pink;Geometric;Anatolia;7;0;84;9;10;118;0,2;Vintage;1950s;x;x;Excellent condition. Minor wear consistent with age.;1575;0,1;3150;x;60;200,00;x;x;0
Am10399;Vintage Turkish Oushak Style Patchwork;Patchwork Overdyed Rug uses vintage rug pieces, Hand Knotted ;Modern;Boho Chic;Turkish;Hand Knotted;Wool;;Tan;Brown;Green;White;Geometric;India;6;7;79;9;9;117;0,15;One of One Modern;2010s;;;Excellent condition. ;1350;0,1;2700;x;60;200,00;x;x;0
Am10400;Vintage Turkish Oushak Style Patchwork;Patchwork Overdyed Rug uses vintage rug pieces, Hand Knotted ;Modern;Boho Chic;Turkish;Hand Knotted;Wool;;Tan;Green;Brown;Pink;Geometric;Anatolia;6;1;73;9;8;116;0,2;Vintage;1950s;x;x;Excellent condition. Minor wear consistent with age.;1350;0,1;2700;x;60;200,00;x;x;0
Am10401;Vintage Turkish Oushak Style Patchwork;Patchwork Overdyed Rug uses vintage rug pieces, Hand Knotted ;Modern;Boho Chic;Turkish;Hand Knotted;Wool;;Orange;Burnt Orange;Red;Brown;Geometric;Anatolia;5;0;60;7;1;85;0,2;Vintage;1950s;x;x;Excellent condition. Minor wear consistent with age.;875;0,1;1750;x;60;200,00;x;x;0
Am10402;Vintage Turkish Oushak Style Patchwork;Patchwork Overdyed Rug uses vintage rug pieces, Hand Knotted ;Modern;Boho Chic;Turkish;Hand Knotted;Wool;;Red;Oxblood Red;Ruby Red;Raspberry ;Geometric;Anatolia;4;7;55;6;8;80;0,2;Vintage;1950s;x;x;Excellent condition. Minor wear consistent with age.;600;0,1;1200;x;60;200,00;x;x;0
Am10403;Vintage Turkish Oushak Style Patchwork;Patchwork Overdyed Rug uses vintage rug pieces, Hand Knotted ;Modern;Boho Chic;Turkish;Hand Knotted;Wool;;Gray;Charcoal ;Dove Gray;Light Gray;Geometric;Anatolia;5;7;67;7;11;95;0,2;Vintage;1950s;x;x;Excellent condition. Minor wear consistent with age.;875;0,1;1750;x;60;200,00;x;x;0
Am10404;Vintage Turkish Oushak Style Patchwork;Patchwork Overdyed Rug uses vintage rug pieces, Hand Knotted ;Modern;Boho Chic;Turkish;Hand Knotted;Wool;;Teal ;Ink Blue;Blue;Verdigris;Geometric;Anatolia;5;9;69;7;10;94;0,2;Vintage;1950s;x;x;Excellent condition. Minor wear consistent with age.;875;0,1;1750;x;60;200,00;x;x;0
Am10405;Vintage Turkish Oushak Style Patchwork;Patchwork Overdyed Rug uses vintage rug pieces, Hand Knotted ;Modern;Boho Chic;Turkish;Hand Knotted;Wool;;Brown;Burnt Umber;Chestnut;Sienna;Geometric;Anatolia;5;8;68;7;8;92;0,2;Vintage;1950s;x;x;Excellent condition. Minor wear consistent with age.;875;0,1;1750;x;60;200,00;x;x;0
Am10406;Vintage Turkish Oushak Style Patchwork;Patchwork Overdyed Rug uses vintage rug pieces, Hand Knotted ;Modern;Boho Chic;Turkish;Hand Knotted;Wool;;Red;Brick Red ;Burgundy ;Blue;Geometric;Anatolia;5;7;67;7;9;93;0,2;Vintage;1950s;x;x;Excellent condition. Minor wear consistent with age.;875;0,1;1750;x;60;200,00;x;x;0
Am10407;Vintage Turkish Oushak Style Patchwork;Patchwork Overdyed Rug uses vintage rug pieces, Hand Knotted ;Modern;Boho Chic;Turkish;Hand Knotted;Wool;;Purple;Lavender;Eggplant;;Geometric;Anatolia;5;7;67;7;9;93;0,2;Vintage;1950s;x;x;Excellent condition. Minor wear consistent with age.;875;0,1;1750;x;60;200,00;x;x;0
Am10408;Vintage Turkish Oushak Style Patchwork;Patchwork Overdyed Rug uses vintage rug pieces, Hand Knotted ;Modern;Boho Chic;Turkish;Hand Knotted;Wool;;Gray;Greige;Oyster Gray;Slate Gray;Geometric;Anatolia;5;7;67;7;11;95;0,2;Vintage;1950s;x;x;Excellent condition. Minor wear consistent with age.;875;0,1;1750;x;60;200,00;x;x;0
Am10409;Vintage Turkish Oushak Style Patchwork;Patchwork Overdyed Rug uses vintage rug pieces, Hand Knotted ;Modern;Boho Chic;Turkish;Hand Knotted;Wool;;Pink;Red;Purple;Green;Geometric;Anatolia;4;1;49;7;2;86;0,2;Vintage;1950s;x;x;Excellent condition. Minor wear consistent with age.;700;0,1;1400;x;60;200,00;x;x;0
Am10410;Vintage Turkish Oushak Style Patchwork;Patchwork Overdyed Rug uses vintage rug pieces, Hand Knotted ;Modern;Boho Chic;Turkish;Hand Knotted;Wool;;Gray;Orange;Purple;Yellow;Geometric;Anatolia;5;7;67;8;3;99;0,2;Vintage;1950s;x;x;Excellent condition. Minor wear consistent with age.;1000;0,1;2000;x;60;200,00;x;x;0
Am10411;Vintage Turkish Oushak Style Patchwork;Patchwork Overdyed Rug uses vintage rug pieces, Hand Knotted ;Modern;Boho Chic;Turkish;Hand Knotted;Wool;;Black;Yellow;Brown;GoldenRod;Geometric;Anatolia;5;7;67;8;3;99;0,2;Vintage;1950s;x;x;Excellent condition. Minor wear consistent with age.;1000;0,1;2000;x;60;200,00;x;x;0
Am10412;Vintage Turkish Oushak Style Patchwork;Patchwork Overdyed Rug uses vintage rug pieces, Hand Knotted ;Modern;Boho Chic;Turkish;Hand Knotted;Wool;;Purple ;Violet;Mauve;Blue;Geometric;Anatolia;5;7;67;8;4;100;0,2;Vintage;1950s;x;x;Excellent condition. Minor wear consistent with age.;1000;0,1;2000;x;60;200,00;x;x;0
Am10414;Vintage Turkish Oushak Style Patchwork;Patchwork Overdyed Rug uses vintage rug pieces, Hand Knotted ;Modern;Boho Chic;Turkish;Hand Knotted;Wool;;Blue;Royal Blue;Ink Blue;Apricot;Geometric;Anatolia;5;6;66;7;0;84;0,2;Vintage;1950s;x;x;Excellent condition. Minor wear consistent with age.;875;0,1;1750;x;60;200,00;x;x;0
Am10415;Vintage Turkish Oushak Style Patchwork;Patchwork Overdyed Rug uses vintage rug pieces, Hand Knotted ;Modern;Boho Chic;Turkish;Hand Knotted;Wool;;Gold;Goldernrod;Cooper;;Geometric;Anatolia;5;0;60;8;0;96;0,2;Vintage;1950s;x;x;Excellent condition. Minor wear consistent with age.;1000;0,1;2000;x;60;200,00;x;x;0
Am10416;Vintage Turkish Oushak Style Patchwork;Patchwork Overdyed Rug uses vintage rug pieces, Hand Knotted ;Modern;Boho Chic;Turkish;Hand Knotted;Wool;;Brown;Coffe;Burnt Umber;Auburn;Geometric;Anatolia;4;1;49;7;3;87;0,2;Vintage;1950s;x;x;Excellent condition. Minor wear consistent with age.;700;0,1;1400;x;60;200,00;x;x;0
Am10417;Vintage Turkish Oushak Style Patchwork;Patchwork Overdyed Rug uses vintage rug pieces, Hand Knotted ;Modern;Boho Chic;Turkish;Hand Knotted;Wool;;Gray;Blue;Green;Teal;Geometric;Anatolia;4;1;49;6;5;77;0,2;Vintage;1950s;x;x;Excellent condition. Minor wear consistent with age.;600;0,1;1200;x;60;200,00;x;x;0
